Date,news topic #1,news topic #2,news topic #3,news topic #4,news topic #5,news topic #6,news topic #7,news topic #8,news topic #9,news topic #10,news topic #11,news topic #12,news topic #13,news topic #14,news topic #15,news topic #16,news topic #17,news topic #18,news topic #19,news topic #20
2016-01-02,0.19913949072360992,0.6850696802139282,0.29316446185112,0.7021006345748901,0.22284436225891113,0.2609423100948334,0.427849680185318,1.423577904701233,0.3695947527885437,0.2586192786693573,0.33170804381370544,0.46453142166137695,0.5771290063858032,0.324197918176651,0.7618550062179565,0.7582488656044006,0.5904420614242554,0.7867587208747864,0.6664337515830994,0.8957926034927368
2016-01-03,0.24777239561080933,0.9361440539360046,0.4772994816303253,0.7326741218566895,0.5790146589279175,0.6721330285072327,0.39737123250961304,0.9343711733818054,0.8321354985237122,1.0176606178283691,0.7522572875022888,0.6529983878135681,0.45177948474884033,0.6496026515960693,0.727807343006134,0.8157771825790405,0.635701596736908,0.7137987017631531,0.9193964004516602,0.8543047904968262
2016-01-04,0.773833692073822,1.817694067955017,1.3622981309890747,2.243257999420166,0.7980862855911255,1.1058512926101685,0.7569214105606079,1.5125055313110352,1.463787317276001,0.5997869968414307,1.0273209810256958,0.9096409678459167,1.4084663391113281,0.9091199040412903,1.3382707834243774,1.6049134731292725,0.49581047892570496,0.5608211159706116,1.3864490985870361,0.9251638054847717
2016-01-05,0.6819919943809509,2.0406672954559326,2.1375129222869873,2.808634042739868,2.1817972660064697,2.7198336124420166,1.3848901987075806,0.5907840728759766,1.2915458679199219,1.2577024698257446,1.6913132667541504,2.0266573429107666,1.1849461793899536,1.4159148931503296,1.5418953895568848,1.240022897720337,2.053051710128784,1.6086169481277466,1.5025205612182617,1.6397011280059814
2016-01-06,0.5666069388389587,0.9152302145957947,1.2913674116134644,0.6928686499595642,1.6943367719650269,1.5503473281860352,0.6549232602119446,0.9532409906387329,0.7045549154281616,0.6336894035339355,0.6943691372871399,0.7872788310050964,1.5845810174942017,1.877760648727417,1.7415274381637573,0.8046913146972656,1.0861668586730957,0.8972833752632141,1.6721171140670776,1.1970585584640503
2016-01-07,1.1360442638397217,1.6162850856781006,1.452136516571045,1.0394377708435059,1.2962507009506226,1.345658540725708,0.6604747176170349,1.4306035041809082,1.1024986505508423,1.2858631610870361,0.8652079701423645,1.0442006587982178,0.5690590739250183,1.934615135192871,1.4536527395248413,1.0809317827224731,1.3092734813690186,1.052337646484375,0.9485698938369751,1.3768988847732544
2016-01-08,1.3675990104675293,2.9025628566741943,0.8969783186912537,0.972460150718689,0.5027046203613281,1.196501612663269,0.5928475856781006,1.0061240196228027,0.6397945880889893,1.5875030755996704,1.4792125225067139,1.0012211799621582,1.801347255706787,0.6911028623580933,2.3552608489990234,0.9279564023017883,1.3122444152832031,1.449252963066101,1.2861822843551636,1.0311435461044312
2016-01-09,0.18348278105258942,0.7772309184074402,0.42191624641418457,0.570898711681366,0.32865723967552185,0.40717533230781555,0.45174166560173035,0.2776584327220917,0.27529510855674744,0.717377781867981,0.6032917499542236,0.1988748461008072,0.20458418130874634,0.37224242091178894,0.7170052528381348,0.7930276393890381,0.6688137054443359,0.22444802522659302,0.7826928496360779,1.0235850811004639
2016-01-10,0.22085338830947876,0.8402906656265259,1.181878685951233,1.4191306829452515,0.8648058176040649,0.43516477942466736,0.4056087136268616,0.3726452589035034,0.44029876589775085,1.0637258291244507,0.38611119985580444,0.42171335220336914,0.5343390107154846,0.2790253162384033,0.5192376375198364,0.5855812430381775,0.367101788520813,0.9764713048934937,0.6310597658157349,1.0549567937850952
2016-01-11,2.071749448776245,3.302889108657837,2.274592399597168,2.3658595085144043,1.9391252994537354,2.207071542739868,1.3248968124389648,1.2781651020050049,1.2845408916473389,1.3116496801376343,1.225897192955017,2.0873515605926514,1.2930632829666138,1.341632604598999,1.6166150569915771,1.2587708234786987,1.3115694522857666,1.8094285726547241,1.2517796754837036,2.4433515071868896
2016-01-12,1.2369617223739624,1.8933312892913818,1.2572448253631592,0.9945048093795776,1.1170272827148438,1.5298106670379639,1.5828452110290527,1.0373854637145996,1.6944903135299683,0.7762701511383057,0.882654070854187,0.8762386441230774,1.325256109237671,1.3271008729934692,1.451061725616455,0.6465948224067688,1.1548603773117065,2.228229284286499,1.1358380317687988,0.8522945642471313
2016-01-13,1.2328639030456543,2.401089668273926,1.081905722618103,1.0127079486846924,2.3701605796813965,1.6258254051208496,1.982657790184021,1.1540977954864502,1.6746184825897217,3.0563647747039795,2.857433557510376,1.2793809175491333,2.156336784362793,1.7989933490753174,2.879119634628296,1.5737417936325073,1.9507582187652588,1.1379750967025757,2.7727138996124268,2.001254081726074
2016-01-14,1.6124533414840698,1.78580641746521,1.9882440567016602,1.6638668775558472,0.9343498945236206,2.1385247707366943,1.2499780654907227,1.4722555875778198,1.0822443962097168,2.256622791290283,1.9509533643722534,0.9014832973480225,1.4308643341064453,1.2889840602874756,1.7182224988937378,1.5174936056137085,1.5213935375213623,1.1029839515686035,2.4244771003723145,0.9587985277175903
2016-01-15,1.3840426206588745,2.3985142707824707,1.0913995504379272,2.1698033809661865,1.5618256330490112,2.0153985023498535,2.1538548469543457,1.890536904335022,1.292245626449585,1.3596349954605103,1.1190611124038696,0.8730865120887756,0.7705520391464233,1.358629584312439,1.543294072151184,1.0106258392333984,1.4441982507705688,1.2048587799072266,2.0530521869659424,1.305384874343872
2016-01-16,1.0089516639709473,1.8974788188934326,0.5933377146720886,0.4060158431529999,0.6903670430183411,1.1964695453643799,0.8694907426834106,0.7468531727790833,0.48134154081344604,0.8500659465789795,0.6716014742851257,1.1664186716079712,0.4410938024520874,1.175087571144104,0.8520343899726868,1.3248405456542969,0.5995969176292419,0.48615413904190063,1.0228135585784912,0.5199868679046631
2016-01-17,1.2879830598831177,2.0896642208099365,0.9813300371170044,1.8635294437408447,1.1754812002182007,0.7308245897293091,0.7508951425552368,0.5583358407020569,1.218838095664978,1.1493902206420898,1.6393755674362183,1.0789003372192383,1.1616125106811523,1.2287867069244385,0.507681131362915,0.559863805770874,0.9313007593154907,0.916750431060791,1.0128690004348755,1.156587839126587
2016-01-18,1.3114067316055298,3.4808170795440674,1.433600902557373,2.0023486614227295,0.9553184509277344,1.8100576400756836,1.8999552726745605,2.2138731479644775,1.9953101873397827,2.003049373626709,2.7855396270751953,2.103322982788086,1.3643878698349,1.5424628257751465,1.280503749847412,1.1894372701644897,2.164215087890625,1.244975209236145,1.9174922704696655,2.301926374435425
2016-01-19,1.8290436267852783,2.8918814659118652,1.3363468647003174,1.562520980834961,1.3114858865737915,1.7831969261169434,2.3739304542541504,1.2742737531661987,2.011470317840576,1.224202036857605,1.7327677011489868,1.2998443841934204,1.0047554969787598,2.8086729049682617,1.9205570220947266,1.6050350666046143,1.5607998371124268,1.8663606643676758,2.018540382385254,1.5843136310577393
2016-01-20,1.263315200805664,4.484628200531006,2.764810085296631,2.2907748222351074,1.1814683675765991,1.848332405090332,1.315377950668335,1.6508156061172485,2.6992580890655518,1.8696227073669434,2.5043725967407227,1.667202353477478,1.8469492197036743,2.372194528579712,1.4319095611572266,2.5617363452911377,1.4905320405960083,1.8938062191009521,2.859626531600952,2.0032670497894287
2016-01-21,1.5767103433609009,1.8415716886520386,1.9370850324630737,1.826892375946045,1.6647883653640747,2.0173964500427246,1.0876107215881348,1.3383636474609375,1.0054534673690796,2.0196609497070312,1.1947088241577148,1.0137137174606323,0.7300451993942261,1.6910109519958496,1.2600078582763672,1.1877994537353516,1.6048439741134644,2.270418643951416,2.5641462802886963,2.167771339416504
2016-01-22,1.5060611963272095,3.3998982906341553,1.2825380563735962,3.789656400680542,1.6374399662017822,2.496443748474121,1.9596420526504517,0.9331450462341309,1.9563277959823608,1.9669283628463745,2.3793563842773438,1.8601897954940796,2.0116090774536133,1.4935826063156128,1.6561431884765625,2.092557191848755,2.3752152919769287,1.4788912534713745,2.553529977798462,2.170844554901123
2016-01-23,1.1860582828521729,1.069839596748352,0.9831705093383789,1.0796828269958496,0.47845593094825745,1.0830074548721313,0.8216745257377625,0.8006927967071533,1.560887336730957,0.853696346282959,1.3292092084884644,0.9430608153343201,0.6469129920005798,0.8019415736198425,0.6724522113800049,0.9133750200271606,0.6073455810546875,1.180380940437317,1.0070735216140747,0.9810824394226074
2016-01-24,0.5898726582527161,1.7807316780090332,0.825181782245636,1.105898380279541,1.220093846321106,0.47381019592285156,0.9012986421585083,0.38121625781059265,0.7518644332885742,1.3989841938018799,0.5258992314338684,0.9680120348930359,0.49311020970344543,0.9883178472518921,1.5277814865112305,1.088989496231079,1.7683898210525513,1.4658945798873901,0.9616383910179138,0.783014714717865
2016-01-25,1.154282569885254,1.9910814762115479,1.9780571460723877,2.9810378551483154,1.6127862930297852,0.8792713284492493,1.8324936628341675,1.1402798891067505,1.7660329341888428,1.8045368194580078,1.6812117099761963,1.3602346181869507,1.3426593542099,1.5466772317886353,1.0289301872253418,1.4007936716079712,1.0170505046844482,2.2328903675079346,3.1000161170959473,1.14967679977417
2016-01-26,1.9148448705673218,2.7645814418792725,1.6896792650222778,1.6895544528961182,1.9717175960540771,2.2514419555664062,1.8011053800582886,1.8012006282806396,1.1897212266921997,1.2564258575439453,1.4558480978012085,2.0168442726135254,1.7943426370620728,1.9895626306533813,1.6372913122177124,1.7506252527236938,1.9375014305114746,1.4416147470474243,1.8410645723342896,1.8050323724746704
2016-01-27,0.5868631601333618,2.823981523513794,1.038217306137085,1.3997490406036377,1.589004397392273,1.8397951126098633,1.1953060626983643,0.8505957722663879,1.1885831356048584,1.192050576210022,0.7306289672851562,1.2047770023345947,0.9761190414428711,0.7211748361587524,0.9086516499519348,0.8022338151931763,0.8691478967666626,0.971838653087616,0.7215831279754639,1.3896992206573486
