Date,Open_BTC,High_BTC,Low_BTC,Close_BTC,CCI_BTC,Volume_BTC,EWMA_10_BTC,EWMA_20_BTC,EWMA_50_BTC,EWMA_100_BTC,rsi_14_BTC,Momentum(10)_BTC,MACD_BTC,MA_(10)_BTC,MA_(20)_BTC,MA_(50)_BTC,MA_(100)_BTC,ADX_BTC,+DMI_BTC,-DMI_BTC,Stochastic(3)_BTC,Stochastic(14)_BTC,Williams Percent Range (14)_BTC,log_Low_diff_BTC,log_Volume_diff_BTC,log_High_diff_BTC,log_Open_diff_BTC,log_Close_diff_BTC,Open_GOLD,High_GOLD,Low_GOLD,Close_GOLD,CCI_GOLD,Volume_GOLD,EWMA_10_GOLD,EWMA_20_GOLD,EWMA_50_GOLD,EWMA_100_GOLD,rsi_14_GOLD,Momentum(10)_GOLD,MACD_GOLD,MA_(10)_GOLD,MA_(20)_GOLD,MA_(50)_GOLD,MA_(100)_GOLD,ADX_GOLD,+DMI_GOLD,-DMI_GOLD,Stochastic(3)_GOLD,Stochastic(14)_GOLD,Williams Percent Range (14)_GOLD,log_Low_diff_GOLD,log_Volume_diff_GOLD,log_High_diff_GOLD,log_Open_diff_GOLD,log_Close_diff_GOLD
2016-01-14,432.2879943847656,433.3240051269531,427.8450012207031,430.3059997558594,,43945500,438.8432191881521,,,,,-2.785003662109375,0.9995402358737806,441.4740020751953,,,,66.76348130446715,15.952723768160485,21.390998314040495,,15.232150375057582,-84.76784962494241,0.00798327829866885,-1.3754611839933126,-0.004287808645995206,-0.005483619316244415,-0.004787438127617172,1091.5,1091.5,1073.9000244140625,1073.9000244140625,,59.0,,,,,,,3.1596735672751493,,,,,83.44158141743411,8.313226680828572,8.720546560022232,,1687.295930381448,1587.295930381448,-0.007238384429530953,0.16551443847757374,-0.0021964174541144743,0.00920393059688518,-0.012584579364649962
2016-01-15,430.2550048828125,430.2550048828125,364.33099365234375,364.33099365234375,,153351008,424.5931756986208,,,,24.203480697417007,-67.62899780273438,-5.001626706499678,434.7111022949219,,,,66.58962087280624,10.350859097347412,47.68499860855881,,0.0,-100.0,-0.16069820563668635,1.2497792339266525,-0.007107660396443727,-0.004713952274436828,-0.16643380526657747,1085.0,1095.800048828125,1091.5,1091.5,,44.0,1088.1126355765255,,,,,,3.463869190058176,1088.5900024414063,,,,78.05578018112149,9.32756505852594,7.939250238598667,,737.4715067023664,637.4715067023664,0.00751578360974392,-0.2933478099874587,0.0039318376736563465,-0.005972910015437982,0.01625599239180886
2016-01-16,365.072998046875,390.5570068359375,354.91400146484375,387.5360107421875,,120352000,417.5723809218742,,,,35.9923644041135,-41.569000244140625,-7.795284609095347,430.5542022705078,,,,66.64498816539574,8.59488737341983,44.07754987758713,15.144041668317366,30.199974629894516,-69.80002537010547,-0.02618726694008,-0.24230868144929474,-0.09680412468323496,-0.1642807392880652,0.06174599774960399,1085.0,1095.800048828125,1091.5,1091.5,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-17,387.1520080566406,390.9649963378906,380.0920104980469,382.29901123046875,,45319600,410.9402131672113,,,,34.68135792277525,-75.74899291992188,-10.312979113669599,422.97930297851565,,,,66.64912557782401,8.33925120788274,41.750721781367,18.517257651690674,25.351798325177512,-74.64820167482249,0.06853784556710618,-0.9766811722924018,0.0010440897053687337,0.05872007335055507,-0.013605721094879897,1085.0,1095.800048828125,1091.5,1091.5,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,381.7330017089844,388.10400390625,376.6650085449219,387.1679992675781,,54403900,406.49807315961027,,,,36.979705704542475,-66.06201171875,-11.779595658581798,416.37310180664065,,,,66.73510850439497,7.868631811176368,41.08526150412956,28.470353091786198,29.859286320286564,-70.14071367971344,-0.009057135365131863,0.1826962324731518,-0.007344677536690547,-0.01409598576329607,0.01265565113903655,1085.0,1095.800048828125,1091.5,1091.5,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,387.0260009765625,387.7300109863281,378.97198486328125,380.14898681640625,,46819800,401.59912463802533,,,,35.06427915720566,-67.46200561523438,-13.35433501997585,409.6269012451172,,,,66.81494979335372,7.518773031470662,39.258509433546195,26.190829337824237,23.361403368008634,-76.63859663199136,0.0061060628483149415,-0.15012965209380624,-0.0009641055733871084,0.01377046093639489,-0.01829545901698637,1089.800048828125,1094.4000244140625,1089.9000244140625,1089.9000244140625,,17.0,1088.477776770203,,,,,14.800048828125,3.535091421108973,1090.0700073242188,,,,73.05467903311693,8.952853373922379,7.620310642602468,1035.0613723507881,680.4166799685502,580.4166799685502,0.002861473758592581,-0.9509762898620449,-0.0012784444871973832,0.004414250979102974,-0.0014669256944550568
2016-01-20,379.739990234375,425.2669982910156,376.5989990234375,420.2300109863281,-48.141004945820036,121720000,405.0489014897128,413.15281341777813,,,50.75140492477776,-27.760986328125,-11.238572363410753,406.8508026123047,423.36635131835936,,,63.232987163817796,22.14811313535361,31.007872713961522,37.895761638535895,60.46659522731247,-39.533404772687526,-0.006281325494585488,0.9554171346538993,0.0924079535074167,-0.01900509446019427,0.10023896012970912,1099.800048828125,1109.800048828125,1107.0999755859375,1107.0999755859375,,30.0,1092.1984580111807,,,,,28.699951171875,4.922682249220088,1092.9400024414062,,,,70.36388406246452,14.639302647588256,6.987110173927345,704.7426000941717,696.3396136115983,596.3396136115983,0.013640550139071728,0.5679840376059393,0.013973572712571602,0.009134151517327105,0.015657990517612852
2016-01-21,419.6319885253906,422.87701416015625,406.29998779296875,410.2619934082031,-26.867600706547616,68338000,406.01096125583075,412.8391549948875,,,47.667261388329436,-38.166015625,-10.248018153092971,403.03420104980466,422.1627502441406,,,59.90687900782015,20.562906171197014,28.78854615239579,45.02221861854972,51.23865726032808,-48.761342739671925,0.07591081466011307,-0.5772573442073856,-0.005635812837764043,0.09989132707886306,-0.024006242647882203,1103.5999755859375,1103.5999755859375,1099.0999755859375,1099.0999755859375,,16.0,1093.5530136964996,,,,,7.199951171875,5.315550479230751,1093.6599975585937,,,,66.84060636467314,13.830784463770964,9.0228398316055,688.563290173077,688.9335769390826,588.9335769390826,-0.005196304302534038,-0.6286086594223743,-0.005602321668100707,0.003449151749937762,-0.007252320951077529
2016-01-22,409.7510070800781,410.4100036621094,375.2820129394531,382.49200439453125,-86.70539054358322,91546600,401.6824227254808,409.58954346328767,,,40.3166631079425,-53.197998046875,-11.570426164298226,397.7144012451172,419.6154510498047,,,58.164470308366994,17.67581756190496,37.14410166089469,46.45300770101784,27.65377061541296,-72.34622938458705,-0.07941399510993818,0.29238215143363533,-0.029924721150486278,-0.023828433965078055,-0.07008821442776725,1098.0,1103.199951171875,1097.199951171875,1097.199951171875,,4.0,1094.2585989223899,,,,,-10.5,5.41120825057601,1092.6099975585937,,,,63.56899135958113,13.461256272544023,8.781769363662246,709.8661644862855,744.3253029081756,644.3253029081756,0.0028293503925072017,-1.3862943611198906,-0.00036253800228358557,-0.005087198151452199,-0.0017302053011150065
2016-01-23,382.4339904785156,394.5429992675781,381.9809875488281,387.4909973144531,-80.25599513436181,56247400,399.07636892790873,407.25089997208994,,,42.049087397070736,-44.8800048828125,-12.075864046538811,393.2264007568359,417.4894515991211,,,56.54651937316049,16.76909224615953,35.23870197069075,37.63870525054701,34.02368787590001,-65.97631212409999,0.017693058714017162,-0.4870883144609941,-0.03942853773229693,-0.06899361095082313,0.012984866282223173,1098.0,1103.199951171875,1097.199951171875,1097.199951171875,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-24,388.10198974609375,405.4849853515625,387.510009765625,402.97100830078125,-46.467773292624095,54824800,399.7902665602996,406.80271409359676,,,47.163638225268265,-27.334991455078125,-11.099373031760592,390.49290161132814,415.9834518432617,,,54.224403576269815,19.99849637977987,32.654688943871676,37.28953325372988,50.19114126987668,-49.80885873012332,0.014370843559615487,-0.02561717146754461,0.027355714154677635,0.014712100790314153,0.03917200387198161,1098.0,1103.199951171875,1097.199951171875,1097.199951171875,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,402.3169860839844,402.3169860839844,388.5539855957031,391.72601318359375,-53.14170604576881,59062400,398.3142587772185,405.23872538660777,,,44.11762336226505,27.39501953125,-11.10486403486658,393.23240356445314,413.9717529296875,,,52.06815319344276,18.808458365660368,30.711526795854077,41.227965449569126,39.46906720293069,-60.530932797069305,0.0026904391030884156,0.07445186580435248,-0.007843544881485087,0.03597213524344767,-0.028301970204966054,1099.300048828125,1109.300048828125,1106.199951171875,1106.199951171875,,8.0,1096.5423152877963,,,,62.39044057212612,8.39990234375,6.1424363249855105,1093.4499877929688,,,,61.18661449223142,15.487860621707906,8.30014468308249,746.2573081507453,805.5130446049775,705.5130446049775,0.0019122224413239408,0.6931471805599452,0.0055142265430285775,0.001183314932811541,0.008169238859200512
2016-01-26,392.00201416015625,397.7659912109375,390.57501220703125,392.15301513671875,-50.24523263236537,58147000,397.1879265886803,403.8927106348108,,,44.26482389106755,4.61700439453125,-10.948552111867059,393.69410400390626,412.12415313720703,,,50.06592069510335,18.225886803357177,29.760270621725375,45.350414733570524,46.3910357279042,-53.6089642720958,0.005187924335881888,-0.01562022521067874,-0.011376429909820907,-0.02597332255445739,0.0010894589086651862,1115.0999755859375,1121.699951171875,1121.699951171875,1121.699951171875,,181.0,1101.3086431711595,,,,66.80552383001432,25.199951171875,7.881803775591379,1095.9699829101562,,,,59.98543495021147,20.025367013250776,7.716342506746636,835.0243163682168,955.2346015914974,855.2346015914974,0.013552790870270393,3.1190554895859903,0.011116118359036697,0.014270407074971736,0.013914673700545777
2016-01-27,392.4440002441406,396.8429870605469,391.7820129394531,394.97198486328125,-42.77407130019534,47424400,396.7832330639804,402.98205433480405,,,45.28941618464732,12.6729736328125,-10.476440602989271,394.9614013671875,408.97035217285156,,,48.206704803788185,17.8078275866568,29.077639616762802,45.649316939001096,51.08784788616839,-48.91215211383162,0.0030855521232480143,-0.20383742273419614,-0.0023231667166099257,0.001126874565335001,0.007162729626808861,1117.800048828125,1117.800048828125,1116.0999755859375,1116.0999755859375,,168706.0,1104.0897383358126,,,,63.887456111254885,30.5,8.7080132268959,1099.0199829101562,,,,58.87005394690723,19.46417201800598,7.500098140612649,910.5080848330776,970.7766083027581,870.7766083027581,0.0013452312995116955,6.837415802729432,-0.00348283660276838,0.0024184464406822315,-0.005004904333480553
2016-01-28,395.14599609375,395.50201416015625,379.7349853515625,380.28900146484375,-64.85212719769305,59247900,393.77335882651306,400.68122415072884,,,41.05585900612039,-6.878997802734375,-11.158455155134334,394.27350158691405,405.3233016967773,,,47.084940271185346,16.535315142107248,32.45966388593446,43.71969425788515,33.680199159582855,-66.31980084041714,-0.03123199322572301,0.2225934721631866,-0.003384823981023466,0.006861454469699879,-0.03788334415456074,1125.4000244140625,1125.699951171875,1115.5999755859375,1115.5999755859375,,52861.0,1106.2405723137344,,,,63.62024967446112,28.0999755859375,9.216205666215501,1101.82998046875,,,,58.352234556476795,21.737267627018035,6.935973527109616,978.5561846616283,1009.6573440906295,909.6573440906295,-0.005391817283040723,-1.16049172811959,0.007042509467027891,0.006776038174912458,-0.0004480889181390779
2016-01-29,380.1080017089844,384.3789978027344,365.4519958496094,379.4739990234375,-87.88153827583429,86125296,391.1657325648546,398.54418595204925,,,40.82772335623356,-0.67498779296875,-11.630649598378568,394.2060028076172,401.9164520263672,,,46.643842621267744,15.136992644536857,36.09632367143536,39.89257165279091,34.90966791262151,-65.09033208737848,-0.03833867019005144,0.37407282984379364,-0.028526840593633196,-0.03879987961332532,-0.002145413118275208,1114.4000244140625,1118.5999755859375,1116.4000244140625,1116.4000244140625,,6955.0,1108.1294663800688,,,,63.880567204131424,42.5,9.573155709906587,1106.07998046875,,,,57.68234073377781,20.70363148169555,7.091380064426031,1020.9376315766616,1082.378942336597,982.378942336597,-0.000901469416481504,-2.028205001518126,-0.006327139423033756,-0.009822384319448929,0.000716889661638298
2016-01-30,378.864990234375,380.9169921875,376.4909973144531,378.2550048828125,-78.56221891235168,30284400,388.81261091460317,396.51090503820734,,,40.46553813524133,-41.975006103515625,-11.965301192213758,390.0085021972656,398.42965240478514,,,46.23425194634426,14.821349486696258,35.343627422078306,29.998070439340836,21.404344245818148,-78.59565575418185,0.029759203179226645,-1.0451704377443,-0.00904755617861408,-0.00327551203839338,-0.0032174964557381003,1114.4000244140625,1118.5999755859375,1116.4000244140625,1116.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,378.2929992675781,380.34698486328125,367.8349914550781,368.7669982910156,-103.6904177216869,37894300,385.1606952662652,393.7443176860543,,,37.66481941603532,-41.4949951171875,-12.848013921860854,385.8590026855469,394.4466018676758,,,46.193690101461286,13.936612299029576,37.363536184714555,20.61870137293987,5.542091960379956,-94.45790803962004,-0.02325969061295563,0.2241679765507989,-0.001497528972673301,-0.0015108896255169313,-0.025403580608563736,1114.4000244140625,1118.5999755859375,1116.4000244140625,1116.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,369.3500061035156,378.0719909667969,367.9570007324219,373.0559997558594,-100.02792696912616,51656700,382.9562565102336,391.69050713275936,,,39.69666819327837,-9.436004638671875,-13.05103928923944,384.9154022216797,391.3149017333984,,,46.156025531212805,13.248111945555758,35.51769249485321,13.219657506546708,12.712536313442019,-87.28746368655797,0.00033164068040303363,0.30981920141767105,-0.005999324364043268,-0.023924305198960383,0.01156353811667632,1116.699951171875,1130.0,1127.9000244140625,1127.9000244140625,146.1234483946066,1682.0,1111.790269853159,1106.0330167846964,,,67.48243484457126,36.4000244140625,10.661100550862102,1109.7199829101562,1099.1549926757812,,,57.7035705963758,24.758843255572902,6.585519827915119,1122.237734219876,1274.676916232402,1174.676916232402,0.005845077308204161,-1.419477263824649,0.010139751144450315,0.0020616983529668786,0.010248273760733895
2016-02-02,372.9200134277344,375.88299560546875,372.9200134277344,374.447998046875,-91.45921563536128,40378700,381.40723931945854,389.9856560446472,,,40.37594511356837,-13.042999267578125,-12.950332356828426,383.61110229492186,388.4187515258789,,,46.121051287410644,13.044813951637094,34.9726581788316,11.098112364274206,15.03970881900064,-84.96029118099936,0.013397869929388406,-0.24631748820618427,-0.0058067167165543054,0.009619234935737353,0.00372439452940565,1128.300048828125,1131.4000244140625,1127.300048828125,1127.300048828125,145.59348431219252,1230.0,1114.6525509267524,1108.3405225125564,,,67.10644898867267,37.4000244140625,11.344123663833898,1113.4599853515624,1101.7649963378906,,,57.79174710755842,24.418557928622047,6.308582860718272,1210.2432409295377,1273.6738642196142,1173.6738642196142,0.0068802049576914825,-0.3129693921664307,0.001238192781300107,0.010334254693862732,-0.0005320819267531363
2016-02-03,374.64599609375,374.95001220703125,368.0450134277344,369.9490051269531,-113.98476938982205,45933400,379.32165350868354,388.0117133196413,,,38.852638393301724,-33.022003173828125,-13.082742801037625,380.30890197753905,385.4009017944336,,,46.296559071491785,12.561059872692898,36.29390112175993,11.861114271212964,7.831097681196235,-92.16890231880377,-0.013158705649837898,0.1288901030782803,-0.0024851967585890478,0.004617614259789349,-0.012087764139590895,1128.5,1146.0,1141.300048828125,1141.300048828125,175.05845413102824,1630.0,1119.5568807439183,1111.869870562448,,,71.14626791117412,34.2000732421875,12.86678708665977,1116.8799926757813,1104.9099975585937,,,58.4717460313067,29.00589011412036,5.666980413787194,1299.8045225750113,1351.062787273018,1251.062787273018,0.001779359900077715,0.28156584543434526,0.012821792786999353,0.00017719883735622943,0.012342569977745299
2016-02-04,370.17401123046875,391.6080017089844,369.9930114746094,389.593994140625,-17.462887595353546,69285504,381.1910168948998,388.1670848601205,,,48.06635095207974,-2.13201904296875,-11.4702704607829,380.0957000732422,386.66405181884767,,,44.711377219522284,19.72468153584893,32.25351218143449,25.523267110147373,53.69899483024524,-46.30100516975476,0.00527886776776576,0.41104318553681196,0.04346862751707459,-0.012008373990809673,0.05173998404095492,1142.5,1157.5999755859375,1157.5999755859375,1157.5999755859375,202.28004168989267,771.0,1126.5429550044644,1116.7093931149582,,,74.99655635937398,58.5,15.213406010161862,1122.7299926757812,1108.1949951171875,,,59.45005576138805,32.262673604608175,5.215438694165374,1462.2365658764784,1761.9730461368029,1661.9730461368029,0.014122035223555152,-0.748646920237479,0.010071256952348229,0.012329526510768574,0.014180868884579034
2016-02-05,388.89801025390625,391.093994140625,385.5719909667969,386.54901123046875,8.747076532041481,43825000,382.16590815990696,388.00866703056215,,,46.8870421883803,-5.60400390625,-10.319126717395932,379.53529968261716,386.61470184326174,,,43.23942264269346,19.139666680007984,31.2969044032611,38.0763893523996,52.699075545757324,-47.300924454242676,0.04124380501048641,-0.45803127601871907,-0.001313418504044428,0.04934392910035701,-0.00784648837057933,1155.5999755859375,1174.800048828125,1157.800048828125,1157.800048828125,189.43645461325096,877.0,1132.2724624478385,1121.012364555129,,,75.04058281784253,60.60009765625,16.894513220143835,1128.7900024414062,1110.7,,,60.73967440325856,35.82095534039686,4.5396119693010615,1697.424538046761,1979.2377807304615,1879.2377807304615,0.0043725474126095065,0.1288186188088538,0.014749086660356348,0.011400824696979228,0.00017281959106441036
2016-02-06,386.5889892578125,386.6310119628906,372.3869934082031,376.5220031738281,-57.75212213611782,49249300,381.1391313800331,386.8870543206053,,,43.1340489068267,-18.449981689453125,-10.099511872053881,377.6903015136719,386.3258514404297,,,42.58466637070129,17.682773095340025,35.960586363637006,44.68342762286621,27.652212492596057,-72.34778750740394,-0.03479430417211926,0.11669072351182308,-0.01147714457699589,-0.005955039404092588,-0.026282180931772814,1155.5999755859375,1174.800048828125,1157.800048828125,1157.800048828125,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-07,376.5140075683594,380.8710021972656,374.90301513671875,376.6199951171875,-61.121813237338706,37076300,380.317069191819,385.8869365961159,,,43.18191359602685,-3.66900634765625,-9.804537785525838,377.3234008789062,385.79845123291017,,,41.97667840385142,17.095610867005863,34.7665034046106,36.88187039318874,30.294323141212853,-69.70567685878714,0.006733747826980441,-0.28391720285051747,-0.01501003985332261,-0.026406834156038173,0.0002602216956022474,1155.5999755859375,1174.800048828125,1157.800048828125,1157.800048828125,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-08,376.7569885253906,379.8789978027344,373.3340148925781,373.4469909667969,-70.14696391597641,47671100,379.0674652725376,384.6777838421455,,,41.95060718669059,-6.027008056640625,-9.714817247843825,376.7207000732422,385.4633514404297,,,41.4959620637226,16.450474545173645,34.35917299966093,27.56270738129761,24.74158651008391,-75.25841348991608,-0.004193864994293861,0.25134739279132035,-0.002607965709601423,0.0006451355932153291,-0.008460639214486143,1173.5,1200.4000244140625,1197.9000244140625,1197.9000244140625,235.51509814015057,931.0,1144.284336048758,1128.9883423531894,,,81.91426983933661,91.7000732421875,21.217948394704308,1137.960009765625,1115.7049987792968,,,62.31491774392071,39.97403153352453,3.762888132264328,2105.7776966188026,2576.122262989144,2476.122262989144,0.016443468725115373,0.059752284904884156,0.021556893017094403,0.015371067825739715,0.034048349299905745
2016-02-09,373.4230041503906,377.2460021972656,372.89801025390625,376.02899169921875,-65.48490164162985,55318500,378.5148350525496,383.8387735577534,,,43.36579305693799,-2.22601318359375,-9.327841642824637,376.4980987548828,383.25330047607423,,,41.0740966098855,16.018019871246743,33.71954107024105,29.576758953911348,33.694367210437285,-66.30563278956272,-0.0011685499244027397,0.14878204720155352,-0.0069552748090728755,-0.008888550369272608,0.006890176622256661,1188.699951171875,1199.199951171875,1198.699951171875,1198.699951171875,204.43520852316206,700.0,1154.2320125972713,1136.1589775002,,,82.02064012810985,77.0,24.427266994830006,1145.660009765625,1120.8149963378905,,,63.77764370310699,37.92361105339401,3.569875253781852,2403.259171890773,2654.4174719527136,2554.4174719527136,0.018455217525151113,-0.2851789422336628,-0.001000227833346301,0.01286949561858819,0.0006675513608165318
2016-02-10,376.14599609375,385.4830017089844,375.7829895019531,381.64898681640625,-13.283627625696518,85130896,379.08483313350746,383.626720151925,,,46.427222308170755,12.881988525390625,-8.470036739027478,377.7862976074219,381.82265014648436,,,39.73967552312545,20.111077584346468,31.716388072214997,37.44535240200752,53.90010348550137,-46.09989651449863,0.007706869891506152,0.4310826334583915,0.02159959752323104,0.007265519040544177,0.014835057495083959,1189.800048828125,1197.699951171875,1194.699951171875,1194.699951171875,160.78075082500865,671.0,1161.6226007663458,1142.1350278629159,,,79.50261446203811,78.5999755859375,26.344228667352127,1153.5200073242188,1126.2699951171876,,,64.52610631591557,35.331747036546474,5.219766424538538,2663.366212292809,2759.5589019365702,2659.5589019365702,-0.003883807421748209,-0.042311198071722345,-0.0012516168859209031,0.0009250348830729394,-0.0033425285262591586
